uf,cod_municipio_ibge,cod_municipio_tse,nome_municipio_ibge,nome_municipio_tse
RN,2405504,17078,Jardim de Angicos,JARDIM DE ANGICOS
RN,2405603,17094,Jardim de Piranhas,JARDIM DE PIRANHAS
RN,2405702,17116,Jardim do Seridó,JARDIM DO SERIDÓ
RN,2405801,17132,João Câmara,JOÃO CÂMARA
RN,2405900,17159,João Dias,JOÃO DIAS
RN,2406007,17175,José da Penha,JOSÉ DA PENHA
RN,2406106,17191,Jucurutu,JUCURUTU
RN,2406155,16306,Jundiá,JUNDIÁ
RN,2406205,17230,Lagoa d'Anta,LAGOA D'ANTA
RN,2406304,17256,Lagoa de Pedras,LAGOA DE PEDRAS
RN,2406403,17272,Lagoa de Velhos,LAGOA DE VELHOS
RN,2406502,17299,Lagoa Nova,LAGOA NOVA
RN,2406601,17310,Lagoa Salgada,LAGOA SALGADA
RN,2406700,17337,Lajes,LAJES
RN,2406809,17353,Lajes Pintadas,LAJES PINTADAS
RN,2406908,17370,Lucrécia,LUCRÉCIA
RN,2407005,17396,Luís Gomes,LUÍS GOMES
RN,2407104,17418,Macaíba,MACAÍBA
RN,2407203,17434,Macau,MACAU
RN,2407252,16160,Major Sales,MAJOR SALES
RN,2407302,17450,Marcelino Vieira,MARCELINO VIEIRA
RN,2407401,17477,Martins,MARTINS
RN,2407500,17493,Maxaranguape,MAXARANGUAPE
RN,2407609,17213,Messias Targino,MESSIAS TARGINO
RN,2407708,17531,Montanhas,MONTANHAS
RN,2407807,17558,Monte Alegre,MONTE ALEGRE
RN,2407906,17574,Monte das Gameleiras,MONTE DAS GAMELEIRAS
RN,2408003,17590,Mossoró,MOSSORÓ
RN,2408102,17612,Natal,NATAL
RN,2408201,17639,Nísia Floresta,NÍSIA FLORESTA
RN,2408300,17655,Nova Cruz,NOVA CRUZ
RN,2408409,17671,Olho-d'Água do Borges,OLHO D'ÁGUA DO BORGES
RN,2408508,17698,Ouro Branco,OURO BRANCO
RN,2408607,17710,Paraná,PARANÁ
RN,2408706,17736,Paraú,PARAÚ
RN,2408805,17752,Parazinho,PARAZINHO
RN,2408904,17779,Parelhas,PARELHAS
RN,2408953,16268,Rio do Fogo,RIO DO FOGO
RN,2409100,17817,Passa e Fica,PASSA E FICA
RN,2409209,17833,Passagem,PASSAGEM
RN,2409308,17850,Patu,PATU
RN,2409332,16241,Santa Maria,SANTA MARIA
RN,2409407,17876,Pau dos Ferros,PAU DOS FERROS
RN,2409506,17892,Pedra Grande,PEDRA GRANDE
RN,2409605,17914,Pedra Preta,PEDRA PRETA
RN,2409704,17930,Pedro Avelino,PEDRO AVELINO
RN,2409803,17957,Pedro Velho,PEDRO VELHO
RN,2409902,17973,Pendências,PENDÊNCIAS
RN,2410009,17990,Pilões,PILÕES
RN,2410108,18015,Poço Branco,POÇO BRANCO
RN,2410207,18031,Portalegre,PORTALEGRE
RN,2410256,16284,Porto do Mangue,PORTO DO MANGUE
RN,2410306,18058,Serra Caiada,SERRA CAIADA
RN,2410405,18074,Pureza,PUREZA
RN,2410504,18090,Rafael Fernandes,RAFAEL FERNANDES
RN,2410603,18937,Rafael Godeiro,RAFAEL GODEIRO
RN,2410702,18112,Riacho da Cruz,RIACHO DA CRUZ
RN,2410801,18139,Riacho de Santana,RIACHO DE SANTANA
RN,2410900,18155,Riachuelo,RIACHUELO
RN,2411007,18171,Rodolfo Fernandes,RODOLFO FERNANDES
RN,2411056,16225,Tibau,TIBAU
RN,2411106,18198,Ruy Barbosa,RUY BARBOSA
RN,2411205,18236,Santa Cruz,SANTA CRUZ
RN,2411403,18279,Santana do Matos,SANTANA DO MATOS
RN,2411429,18252,Santana do Seridó,SANTANA DO SERIDÓ
RN,2411502,18295,Santo Antônio,SANTO ANTÔNIO
RN,2411601,18317,São Bento do Norte,SÃO BENTO DO NORTE
RN,2411700,18333,São Bento do Trairí,SÃO BENTO DO TRAIRÍ
RN,2411809,18350,São Fernando,SÃO FERNANDO
RN,2411908,18210,São Francisco do Oeste,SÃO FRANCISCO DO OESTE
RN,2412005,18376,São Gonçalo do Amarante,SÃO GONÇALO DO AMARANTE
RN,2412104,18392,São João do Sabugi,SÃO JOÃO DO SABUGI
RN,2412203,18414,São José de Mipibu,SÃO JOSÉ DE MIPIBU
RN,2412302,18430,São José do Campestre,SÃO JOSÉ DO CAMPESTRE
RN,2412401,18457,São José do Seridó,SÃO JOSÉ DO SERIDÓ
RN,2412500,18473,São Miguel,SÃO MIGUEL
RN,2412559,16063,São Miguel do Gostoso,SÃO MIGUEL DO GOSTOSO
RN,2412609,18490,São Paulo do Potengi,SÃO PAULO DO POTENGI
RN,2412708,18511,São Pedro,SÃO PEDRO
RN,2412807,18538,São Rafael,SÃO RAFAEL
RN,2412906,18554,São Tomé,SÃO TOMÉ
RN,2413003,18570,São Vicente,SÃO VICENTE
RN,2413102,18597,Senador Elói de Souza,SENADOR ELÓI DE SOUZA
RN,2413201,18619,Senador Georgino Avelino,SENADOR GEORGINO AVELINO
RN,2413300,18635,Serra de São Bento,SERRA DE SÃO BENTO
RN,2413359,16020,Serra do Mel,SERRA DO MEL
RN,2413409,18651,Serra Negra do Norte,SERRA NEGRA DO NORTE
RN,2413508,18678,Serrinha,SERRINHA
RN,2413557,16209,Serrinha dos Pintos,SERRINHA DOS PINTOS
RN,2413607,18694,Severiano Melo,SEVERIANO MELO
RN,2413706,18716,Sítio Novo,SÍTIO NOVO
RN,2413805,18732,Taboleiro Grande,TABOLEIRO GRANDE
RN,2413904,18759,Taipu,TAIPU
RN,2414001,18775,Tangará,TANGARÁ
RN,2414100,18791,Tenente Ananias,TENENTE ANANIAS
RN,2414159,16004,Tenente Laurentino Cruz,TENENTE LAURENTINO CRUZ
RN,2414209,18813,Tibau do Sul,TIBAU DO SUL
RN,2414308,18830,Timbaúba dos Batistas,TIMBAÚBA DOS BATISTAS
RN,2414407,18856,Touros,TOUROS
RN,2414456,16128,Triunfo Potiguar,TRIUNFO POTIGUAR
RN,2414506,18872,Umarizal,UMARIZAL
RN,2414605,18899,Upanema,UPANEMA
RN,2414704,18910,Várzea,VÁRZEA
RN,2414753,16187,Venha-Ver,VENHA-VER
RN,2414803,18953,Vera Cruz,VERA CRUZ
RN,2414902,18970,Viçosa,VIÇOSA
RN,2415008,18996,Vila Flor,VILA FLOR
PB,2500106,19011,Água Branca,ÁGUA BRANCA
PB,2500205,19038,Aguiar,AGUIAR
PB,2500304,19054,Alagoa Grande,ALAGOA GRANDE
PB,2500403,19070,Alagoa Nova,ALAGOA NOVA
PB,2500502,19097,Alagoinha,ALAGOINHA
PB,2500536,19763,Alcantil,ALCANTIL
PB,2500577,19925,Algodão de Jandaíra,ALGODÃO DE JANDAÍRA
PB,2500601,19119,Alhandra,ALHANDRA
PB,2500700,19135,São João do Rio do Peixe,SÃO JOÃO DO RIO DO PEIXE
PB,2500734,19585,Amparo,AMPARO
PB,2500775,19844,Aparecida,APARECIDA
PB,2500809,19151,Araçagi,ARAÇAGI
PB,2500908,19178,Arara,ARARA
PB,2501005,19194,Araruna,ARARUNA
PB,2501104,19216,Areia,AREIA
PB,2501153,19909,Areia de Baraúnas,AREIA DE BARAÚNAS
PB,2501203,19232,Areial,AREIAL
PB,2501302,19259,Aroeiras,AROEIRAS
PB,2501351,19321,Assunção,ASSUNÇÃO
PB,2501401,19291,Baía da Traição,BAÍA DA TRAIÇÃO
PB,2501500,19313,Bananeiras,BANANEIRAS
PB,2501534,19305,Baraúna,BARAÚNA
PB,2501575,19780,Barra de Santana,BARRA DE SANTANA
PB,2501609,19330,Barra de Santa Rosa,BARRA DE SANTA ROSA
PB,2501708,19356,Barra de São Miguel,BARRA DE SÃO MIGUEL
PB,2501807,19372,Bayeux,BAYEUX
PB,2501906,19399,Belém,BELÉM
PB,2502003,19410,Belém do Brejo do Cruz,BELÉM DO BREJO DO CRUZ
PB,2502052,19500,Bernardino Batista,BERNARDINO BATISTA
PB,2502102,19437,Boa Ventura,BOA VENTURA
PB,2502151,19941,Boa Vista,BOA VISTA
PB,2502201,19453,Bom Jesus,BOM JESUS
PB,2502300,19470,Bom Sucesso,BOM SUCESSO
PB,2502409,19496,Bonito de Santa Fé,BONITO DE SANTA FÉ
PB,2502508,19518,Boqueirão,BOQUEIRÃO
PB,2502607,19534,Igaracy,IGARACY
PB,2502706,19550,Borborema,BORBOREMA
PB,2502805,19577,Brejo do Cruz,BREJO DO CRUZ
PB,2502904,19593,Brejo dos Santos,BREJO DOS SANTOS
PB,2503001,19615,Caaporã,CAAPORÃ
PB,2503100,19631,Cabaceiras,CABACEIRAS
PB,2503209,19658,Cabedelo,CABEDELO
PB,2503308,19674,Cachoeira dos Índios,CACHOEIRA DOS ÍNDIOS
PB,2503407,19690,Cacimba de Areia,CACIMBA DE AREIA
PB,2503506,19712,Cacimba de Dentro,CACIMBA DE DENTRO
PB,2503555,19364,Cacimbas,CACIMBAS
PB,2503605,19739,Caiçara,CAIÇARA
PB,2503704,19755,Cajazeiras,CAJAZEIRAS
PB,2503753,19380,Cajazeirinhas,CAJAZEIRINHAS
PB,2503803,19771,Caldas Brandão,CALDAS BRANDÃO
PB,2503902,19798,Camalaú,CAMALAÚ
PB,2504009,19810,Campina Grande,CAMPINA GRANDE
PB,2504033,19062,Capim,CAPIM
PB,2504074,19240,Caraúbas,CARAÚBAS
PB,2504108,19836,Carrapateira,CARRAPATEIRA
PB,2504157,19607,Casserengue,CASSERENGUE
PB,2504207,19852,Catingueira,CATINGUEIRA
PB,2504306,19879,Catolé do Rocha,CATOLÉ DO ROCHA
PB,2504355,19801,Caturité,CATURITÉ
PB,2504405,19895,Conceição,CONCEIÇÃO
PB,2504504,19917,Condado,CONDADO
PB,2504603,19933,Conde,CONDE
PB,2504702,19950,Congo,CONGO
PB,2504801,19976,Coremas,COREMAS
PB,2504850,19704,Coxixola,COXIXOLA
PB,2504900,19992,Cruz do Espírito Santo,CRUZ DO ESPÍRITO SANTO
PB,2505006,20010,Cubati,CUBATI
PB,2505105,20036,Cuité,CUITÉ
PB,2505204,20052,Cuitegi,CUITEGI
PB,2505238,19089,Cuité de Mamanguape,CUITÉ DE MAMANGUAPE
PB,2505279,19100,Curral de Cima,CURRAL DE CIMA
PB,2505303,20079,Curral Velho,CURRAL VELHO
PB,2505352,19275,Damião,DAMIÃO
PB,2505402,20095,Desterro,DESTERRO
PB,2505501,20117,Vista Serrana,VISTA SERRANA
PB,2505600,20133,Diamante,DIAMANTE
PB,2505709,20150,Dona Inês,DONA INÊS
PB,2505808,20176,Duas Estradas,DUAS ESTRADAS
PB,2505907,20192,Emas,EMAS
PB,2506004,20214,Esperança,ESPERANÇA
PB,2506103,20230,Fagundes,FAGUNDES
PB,2506202,20257,Frei Martinho,FREI MARTINHO
PB,2506251,19623,Gado Bravo,GADO BRAVO
PB,2506301,20273,Guarabira,GUARABIRA
PB,2506400,20290,Gurinhém,GURINHÉM
PB,2506509,20311,Gurjão,GURJÃO
PB,2506608,20338,Ibiara,IBIARA
PB,2506707,20354,Imaculada,IMACULADA
PB,2506806,20370,Ingá,INGÁ
PB,2506905,20397,Itabaiana,ITABAIANA
PB,2507002,20419,Itaporanga,ITAPORANGA
PB,2507101,20435,Itapororoca,ITAPOROROCA
PB,2507200,20451,Itatuba,ITATUBA
PB,2507309,20478,Jacaraú,JACARAÚ
PB,2507408,20494,Jericó,JERICÓ
PB,2507507,20516,João Pessoa,JOÃO PESSOA
PB,2507606,20532,Juarez Távora,JUAREZ TÁVORA
PB,2507705,20559,Juazeirinho,JUAZEIRINHO
PB,2507804,20575,Junco do Seridó,JUNCO DO SERIDÓ
PB,2507903,20591,Juripiranga,JURIPIRANGA
PB,2508000,20613,Juru,JURU
PB,2508109,20630,Lagoa,LAGOA
PB,2508208,20656,Lagoa de Dentro,LAGOA DE DENTRO
PB,2508307,20672,Lagoa Seca,LAGOA SECA
PB,2508406,20699,Lastro,LASTRO
PB,2508505,20710,Livramento,LIVRAMENTO
PB,2508554,19160,Logradouro,LOGRADOURO
PB,2508604,20737,Lucena,LUCENA
PB,2508703,20753,Mãe d'Água,MÃE D'ÁGUA
PB,2508802,20770,Malta,MALTA
PB,2508901,20796,Mamanguape,MAMANGUAPE
PB,2509008,20818,Manaíra,MANAÍRA
PB,2509057,19968,Marcação,MARCAÇÃO
PB,2509107,20834,Mari,MARI
PB,2509156,19461,Marizópolis,MARIZÓPOLIS
PB,2509206,20850,Massaranduba,MASSARANDUBA
PB,2509305,20877,Mataraca,MATARACA
PB,2509339,19143,Matinhas,MATINHAS
PB,2509370,19488,Mato Grosso,MATO GROSSO
PB,2509396,19984,Maturéia,MATURÉIA
PB,2509404,20893,Mogeiro,MOGEIRO
PB,2509503,20915,Montadas,MONTADAS
PB,2509602,20931,Monte Horebe,MONTE HOREBE
PB,2509701,20958,Monteiro,MONTEIRO
PB,2509800,20974,Mulungu,MULUNGU
PB,2509909,20990,Natuba,NATUBA
PB,2510006,21016,Nazarezinho,NAZAREZINHO
PB,2510105,21032,Nova Floresta,NOVA FLORESTA
PB,2510204,21059,Nova Olinda,NOVA OLINDA
PB,2510303,21075,Nova Palmeira,NOVA PALMEIRA
PB,2510402,21091,Olho d'Água,OLHO D'ÁGUA
PB,2510501,21113,Olivedos,OLIVEDOS
PB,2510600,21130,Ouro Velho,OURO VELHO
PB,2510659,19720,Parari,PARARI
PB,2510709,21156,Passagem,PASSAGEM
PB,2510808,21172,Patos,PATOS
PB,2510907,21199,Paulista,PAULISTA
PB,2511004,21210,Pedra Branca,PEDRA BRANCA
PB,2511103,21237,Pedra Lavrada,PEDRA LAVRADA
PB,2511202,21253,Pedras de Fogo,PEDRAS DE FOGO
PB,2511301,21270,Piancó,PIANCÓ
PB,2511400,21296,Picuí,PICUÍ
PB,2511509,21318,Pilar,PILAR
PB,2511608,21334,Pilões,PILÕES
PB,2511707,21350,Pilõezinhos,PILÕEZINHOS
PB,2511806,21377,Pirpirituba,PIRPIRITUBA
PB,2511905,21393,Pitimbu,PITIMBU
PB,2512002,21415,Pocinhos,POCINHOS
PB,2512036,19640,Poço Dantas,POÇO DANTAS
PB,2512077,19526,Poço de José de Moura,POÇO DE JOSÉ DE MOURA
PB,2512101,21431,Pombal,POMBAL
PB,2512200,21458,Prata,PRATA
PB,2512309,21474,Princesa Isabel,PRINCESA ISABEL
PB,2512408,21490,Puxinanã,PUXINANÃ
PB,2512507,21512,Queimadas,QUEIMADAS
PB,2512606,21539,Quixaba,QUIXABA
PB,2512705,21555,Remígio,REMÍGIO
PB,2512721,19747,Pedro Régis,PEDRO RÉGIS
PB,2512747,19208,Riachão,RIACHÃO
PB,2512754,19127,Riachão do Bacamarte,RIACHÃO DO BACAMARTE
PB,2512762,19003,Riachão do Poço,RIACHÃO DO POÇO
PB,2512788,19828,Riacho de Santo Antônio,RIACHO DE SANTO ANTÔNIO
PB,2512804,21571,Riacho dos Cavalos,RIACHO DOS CAVALOS
PB,2512903,21598,Rio Tinto,RIO TINTO
PB,2513000,21610,Salgadinho,SALGADINHO
PB,2513109,21636,Salgado de São Félix,SALGADO DE SÃO FÉLIX
PB,2513158,20001,Santa Cecília,SANTA CECÍLIA
PB,2513208,21652,Santa Cruz,SANTA CRUZ
PB,2513307,21679,Santa Helena,SANTA HELENA
PB,2513356,19569,Santa Inês,SANTA INÊS
PB,2513406,21695,Santa Luzia,SANTA LUZIA
PB,2513505,21717,Santana de Mangueira,SANTANA DE MANGUEIRA
PB,2513604,21733,Santana dos Garrotes,SANTANA DOS GARROTES
PB,2513653,19666,Joca Claudino,SANTARÉM
PB,2513703,21750,Santa Rita,SANTA RITA
PB,2513802,21776,Santa Teresinha,SANTA TERESINHA
PB,2513851,19267,Santo André,SANTO ANDRÉ
PB,2513901,21792,São Bento,SÃO BENTO
PB,2513927,19402,São Bentinho,SÃO BENTINHO
PB,2513943,19224,São Domingos do Cariri,SÃO DOMINGOS DO CARIRI
PB,2513968,19429,São Domingos,SÃO DOMINGOS DE POMBAL
PB,2513984,19860,São Francisco,SÃO FRANCISCO
PB,2514008,21814,São João do Cariri,SÃO JOÃO DO CARIRI
PB,2514107,21830,São João do Tigre,SÃO JOÃO DO TIGRE
PB,2514206,21857,São José da Lagoa Tapada,SÃO JOSÉ DA LAGOA TAPADA
PB,2514305,21873,São José de Caiana,SÃO JOSÉ DE CAIANA
PB,2514404,21890,São José de Espinharas,SÃO JOSÉ DE ESPINHARAS
PB,2514453,19046,São José dos Ramos,SÃO JOSÉ DOS RAMOS
PB,2514503,21911,São José de Piranhas,SÃO JOSÉ DE PIRANHAS
PB,2514552,19445,São José de Princesa,SÃO JOSÉ DE PRINCESA
PB,2514602,21938,São José do Bonfim,SÃO JOSÉ DO BONFIM
PB,2514651,19542,São José do Brejo do Cruz,SÃO JOSÉ DO BREJO DO CRUZ
PB,2514701,21954,São José do Sabugi,SÃO JOSÉ DO SABUGI
PB,2514800,21970,São José dos Cordeiros,SÃO JOSÉ DOS CORDEIROS
PB,2514909,21997,São Mamede,SÃO MAMEDE
PB,2515005,22012,São Miguel de Taipu,SÃO MIGUEL DE TAIPU
PB,2515104,22039,São Sebastião de Lagoa de Roça,SÃO SEBASTIÃO DE LAGOA DE ROÇA
PB,2515203,22055,São Sebastião do Umbuzeiro,SÃO SEBASTIÃO DO UMBUZEIRO
PB,2515302,22071,Sapé,SAPÉ
PB,2515401,22098,São Vicente do Seridó,SÃO VICENTE DO SERIDÓ
PB,2515500,22110,Serra Branca,SERRA BRANCA
PB,2515609,22136,Serra da Raiz,SERRA DA RAIZ
PB,2515708,22152,Serra Grande,SERRA GRANDE
PB,2515807,22179,Serra Redonda,SERRA REDONDA
PB,2515906,22195,Serraria,SERRARIA
PB,2515930,19186,Sertãozinho,SERTÃOZINHO
PB,2515971,19020,Sobrado,SOBRADO
PB,2516003,22217,Solânea,SOLÂNEA
PB,2516102,22233,Soledade,SOLEDADE
PB,2516151,19283,Sossêgo,SOSSÊGO
PB,2516201,22250,Sousa,SOUSA
PB,2516300,22276,Sumé,SUMÉ
PB,2516409,22292,Tacima,TACIMA
PB,2516508,22314,Taperoá,TAPEROÁ
PB,2516607,22330,Tavares,TAVARES
PB,2516706,22357,Teixeira,TEIXEIRA
PB,2516755,19682,Tenório,TENÓRIO
PB,2516805,22373,Triunfo,TRIUNFO
PB,2516904,22390,Uiraúna,UIRAÚNA
PB,2517001,22411,Umbuzeiro,UMBUZEIRO
PB,2517100,22438,Várzea,VÁRZEA
PB,2517209,19887,Vieirópolis,VIEIRÓPOLIS
PB,2517407,19348,Zabelê,ZABELÊ
PE,2600054,26310,Abreu e Lima,ABREU E LIMA
PE,2600104,23019,Afogados da Ingazeira,AFOGADOS DA INGAZEIRA
PE,2600203,23035,Afrânio,AFRÂNIO
PE,2600302,23051,Agrestina,AGRESTINA
PE,2600401,23078,Água Preta,ÁGUA PRETA
PE,2600500,23094,Águas Belas,ÁGUAS BELAS
PE,2600609,23116,Alagoinha,ALAGOINHA
PE,2600708,23132,Aliança,ALIANÇA
PE,2600807,23159,Altinho,ALTINHO
PE,2600906,23175,Amaraji,AMARAJI
PE,2601003,23191,Angelim,ANGELIM
PE,2601052,23205,Araçoiaba,ARAÇOIABA
PE,2601102,23213,Araripina,ARARIPINA
PE,2601201,23230,Arcoverde,ARCOVERDE
PE,2601300,23256,Barra de Guabiraba,BARRA DE GUABIRABA
PE,2601409,23272,Barreiros,BARREIROS
PE,2601508,23299,Belém de Maria,BELÉM DE MARIA
PE,2601607,23310,Belém do São Francisco,BELÉM DE SÃO FRANCISCO
PE,2601706,23337,Belo Jardim,BELO JARDIM
PE,2601805,23353,Betânia,BETÂNIA
PE,2601904,23370,Bezerros,BEZERROS
PE,2602001,23396,Bodocó,BODOCÓ
PE,2602100,23418,Bom Conselho,BOM CONSELHO
PE,2602209,23434,Bom Jardim,BOM JARDIM
PE,2602308,23450,Bonito,BONITO
PE,2602407,23477,Brejão,BREJÃO
PE,2602506,23493,Brejinho,BREJINHO
PE,2602605,23515,Brejo da Madre de Deus,BREJO DA MADRE DE DEUS
PE,2602704,23531,Buenos Aires,BUENOS AIRES
PE,2602803,23558,Buíque,BUÍQUE
PE,2602902,23574,Cabo de Santo Agostinho,CABO DE SANTO AGOSTINHO
PE,2603009,23590,Cabrobó,CABROBÓ
PE,2603108,23612,Cachoeirinha,CACHOEIRINHA
PE,2603207,23639,Caetés,CAETÉS
PE,2603306,23655,Calçado,CALÇADO
PE,2603405,23671,Calumbi,CALUMBI
PE,2603454,26298,Camaragibe,CAMARAGIBE
PE,2603504,23698,Camocim de São Félix,CAMOCIM DE SÃO FÉLIX
PE,2603603,23710,Camutanga,CAMUTANGA
PE,2603702,23736,Canhotinho,CANHOTINHO
PE,2603801,23752,Capoeiras,CAPOEIRAS
PE,2603900,23779,Carnaíba,CARNAÍBA
PE,2603926,23167,Carnaubeira da Penha,CARNAUBEIRA DA PENHA
PE,2604007,23795,Carpina,CARPINA
PE,2604106,23817,Caruaru,CARUARU
PE,2604155,23221,Casinhas,CASINHAS
PE,2604205,23833,Catende,CATENDE
PE,2604304,23850,Cedro,CEDRO
PE,2604403,23876,Chã de Alegria,CHÃ DE ALEGRIA
PE,2604502,23892,Chã Grande,CHÃ GRANDE
PE,2604601,23914,Condado,CONDADO
PE,2604700,23930,Correntes,CORRENTES
PE,2604809,23957,Cortês,CORTÊS
PE,2604908,23973,Cumaru,CUMARU
PE,2605004,23990,Cupira,CUPIRA
PE,2605103,24015,Custódia,CUSTÓDIA
PE,2605152,23140,Dormentes,DORMENTES
PE,2605202,24031,Escada,ESCADA
PE,2605301,24058,Exu,EXU
PE,2605400,24074,Feira Nova,FEIRA NOVA
PE,2605459,30015,Fernando de Noronha,FERNANDO DE NORONHA
PE,2605509,24090,Ferreiros,FERREIROS
PE,2605608,24112,Flores,FLORES
PE,2605707,24139,Floresta,FLORESTA
PE,2605806,24155,Frei Miguelinho,FREI MIGUELINHO
PE,2605905,24171,Gameleira,GAMELEIRA
PE,2606002,24198,Garanhuns,GARANHUNS
PE,2606101,24210,Glória do Goitá,GLÓRIA DO GOITÁ
PE,2606200,24236,Goiana,GOIANA
PE,2606309,24252,Granito,GRANITO
PE,2606408,24279,Gravatá,GRAVATÁ
PE,2606507,24295,Iati,IATI
PE,2606606,24317,Ibimirim,IBIMIRIM
PE,2606705,24333,Ibirajuba,IBIRAJUBA
PE,2606804,24350,Igarassu,IGARASSU
PE,2606903,24376,Iguaracy,IGUARACI
PE,2607000,24392,Inajá,INAJÁ
PE,2607109,24414,Ingazeira,INGAZEIRA
PE,2607208,24430,Ipojuca,IPOJUCA
PE,2607307,24457,Ipubi,IPUBI
PE,2607406,24473,Itacuruba,ITACURUBA
PE,2607505,24490,Itaíba,ITAÍBA
PE,2607604,24511,Ilha de Itamaracá,ILHA DE ITAMARACÁ
PE,2607653,25976,Itambé,ITAMBÉ
PE,2607703,24538,Itapetim,ITAPETIM
PE,2607752,26336,Itapissuma,ITAPISSUMA
PE,2607802,24554,Itaquitinga,ITAQUITINGA
PE,2607901,24570,Jaboatão dos Guararapes,JABOATÃO DOS GUARARAPES
PE,2607950,23302,Jaqueira,JAQUEIRA
PE,2608008,24597,Jataúba,JATAÚBA
PE,2608057,23264,Jatobá,JATOBÁ
PE,2608107,24619,João Alfredo,JOÃO ALFREDO
PE,2608206,24635,Joaquim Nabuco,JOAQUIM NABUCO
PE,2608255,23124,Jucati,JUCATI
PE,2608305,24651,Jupi,JUPI
PE,2608404,24678,Jurema,JUREMA
PE,2608453,23027,Lagoa do Carro,LAGOA DO CARRO
PE,2608503,24694,Lagoa de Itaenga,LAGOA DE ITAENGA
PE,2608602,24716,Lagoa do Ouro,LAGOA DO OURO
PE,2608701,24732,Lagoa dos Gatos,LAGOA DOS GATOS
PE,2608750,23183,Lagoa Grande,LAGOA GRANDE
PE,2608800,24759,Lajedo,LAJEDO
PE,2608909,24775,Limoeiro,LIMOEIRO
PE,2609006,24791,Macaparana,MACAPARANA
PE,2609105,24813,Machados,MACHADOS
PE,2609154,23248,Manari,MANARI
PE,2609204,24830,Maraial,MARAIAL
PE,2609303,24856,Mirandiba,MIRANDIBA
PE,2609402,24872,Moreno,MORENO
PE,2609501,24899,Nazaré da Mata,NAZARÉ DA MATA
PE,2609600,24910,Olinda,OLINDA
PE,2609709,24937,Orobó,OROBÓ
PE,2609808,24953,Orocó,OROCÓ
PE,2609907,24970,Ouricuri,OURICURI
PE,2610004,24996,Palmares,PALMARES
PE,2610103,25011,Palmeirina,PALMEIRINA
PE,2610202,25038,Panelas,PANELAS
PE,2610301,25054,Paranatama,PARANATAMA
PE,2610400,25070,Parnamirim,PARNAMIRIM
PE,2610509,25097,Passira,PASSIRA
PE,2610608,25119,Paudalho,PAUDALHO
PE,2610707,25135,Paulista,PAULISTA
PE,2610806,25151,Pedra,PEDRA
PE,2610905,25178,Pesqueira,PESQUEIRA
PE,2611002,25194,Petrolândia,PETROLÂNDIA
PE,2611101,25216,Petrolina,PETROLINA
PE,2611200,25232,Poção,POÇÃO
PE,2611309,25259,Pombos,POMBOS
PE,2611408,25275,Primavera,PRIMAVERA
PE,2611507,25291,Quipapá,QUIPAPÁ
PE,2611533,23000,Quixaba,QUIXABA
PE,2611606,25313,Recife,RECIFE
PE,2611705,25330,Riacho das Almas,RIACHO DAS ALMAS
PE,2611804,25356,Ribeirão,RIBEIRÃO
PE,2611903,25372,Rio Formoso,RIO FORMOSO
PE,2612000,25399,Sairé,SAIRÉ
PE,2612109,25410,Salgadinho,SALGADINHO
PE,2612208,25437,Salgueiro,SALGUEIRO
PE,2612307,25453,Saloá,SALOÁ
PE,2612406,25470,Sanharó,SANHARÓ
PE,2612455,23108,Santa Cruz,SANTA CRUZ
PE,2612471,23043,Santa Cruz da Baixa Verde,SANTA CRUZ DA BAIXA VERDE
PE,2612505,25496,Santa Cruz do Capibaribe,SANTA CRUZ DO CAPIBARIBE
PE,2612554,23329,Santa Filomena,SANTA FILOMENA
PE,2612604,25518,Santa Maria da Boa Vista,SANTA MARIA DA BOA VISTA
PE,2612703,25534,Santa Maria do Cambucá,SANTA MARIA DO CAMBUCÁ
PE,2612802,25550,Santa Terezinha,SANTA TEREZINHA
PE,2612901,25577,São Benedito do Sul,SÃO BENEDITO DO SUL
PE,2613008,25593,São Bento do Una,SÃO BENTO DO UNA
PE,2613107,25615,São Caitano,SÃO CAITANO
PE,2613206,25631,São João,SÃO JOÃO
PE,2613305,25658,São Joaquim do Monte,SÃO JOAQUIM DO MONTE
PE,2613404,25674,São José da Coroa Grande,SÃO JOSÉ DA COROA GRANDE
PE,2613503,25690,São José do Belmonte,SÃO JOSÉ DO BELMONTE
PE,2613602,25712,São José do Egito,SÃO JOSÉ DO EGITO
PE,2613701,25739,São Lourenço da Mata,SÃO LOURENÇO DA MATA
PE,2613800,25755,São Vicente Ferrer,SÃO VICENTE FERRÉR
PE,2613909,25771,Serra Talhada,SERRA TALHADA
PE,2614006,25798,Serrita,SERRITA
PE,2614105,25810,Sertânia,SERTÂNIA
PE,2614204,25836,Sirinhaém,SIRINHAÉM
PE,2614303,25852,Moreilândia,MOREILÂNDIA
PE,2614402,25879,Solidão,SOLIDÃO
PE,2614501,25895,Surubim,SURUBIM
PE,2614600,25917,Tabira,TABIRA
PE,2614709,25933,Tacaimbó,TACAIMBÓ
PE,2614808,25950,Tacaratu,TACARATU
PE,2614857,23280,Tamandaré,TAMANDARÉ
PE,2615003,25992,Taquaritinga do Norte,TAQUARITINGA DO NORTE
PE,2615102,26018,Terezinha,TEREZINHA
PE,2615201,26034,Terra Nova,TERRA NOVA
PE,2615300,26050,Timbaúba,TIMBAÚBA
PE,2615409,26077,Toritama,TORITAMA
